wikidata_id_a,wikidata_id_b,trec_id
Q11211,Q794,10010
Q11211,Q423,10010
Q794,Q423,10010
Q105972808,Q1202615,10011
Q3372903,Q816,10012
Q298102,Q1046958,10039
Q21646280,Q114152659,10047
Q16865949,Q2886899,10055
Q2116359,Q912437,10060
Q156537,Q1494,10061
Q15816471,Q58185346,10064
Q40858,Q27137,10070
Q1500702,Q55495511,10072
Q6351314,Q85758606,10076
Q6351314,Q7423376,10076
Q85758606,Q7423376,10076
Q850210,Q30,10077
Q245353,Q1260022,10084
Q5196494,Q218719,10090
Q5196494,Q229280,10090
Q218719,Q229280,10090
Q85758606,Q947286,10091
Q400674,Q4803676,10094
Q1415366,Q5690825,10099
Q1415366,Q245353,10099
Q5690825,Q245353,10099
Q40924,Q1195410,10103
Q30638383,Q1494,10104
Q4577,Q1894232,10106
Q85758606,Q16863733,10111
Q368878,Q815818,10113
Q1080794,Q425381,10115
Q1080794,Q28153896,10115
Q425381,Q28153896,10115
Q600086,Q12128,10119
Q9171882,Q5397189,10120
Q904923,Q6028820,10123
Q4577,Q107394799,10127
Q7257447,Q2813145,10129
Q223638,Q482618,10131
Q618655,Q1056486,10135
Q4806846,Q924713,10136
Q224426,Q6534968,10139
Q1810735,Q269365,10150
Q1810735,Q6498684,10150
Q269365,Q6498684,10150
Q30,Q7440073,10152
Q191839,Q1183,10154
Q850210,Q1853339,10161
Q4834498,Q818,10180
Q60735641,Q175046,10181
Q48525,Q171251,10182
Q1956556,Q2662727,10185
Q878041,Q174876,10186
Q30,Q16,10199
Q1899048,Q1810735,10202
Q248914,Q1195410,10208
Q42138,Q96,10211
Q42138,Q841440,10211
Q96,Q841440,10211
Q255983,Q7257447,10212
Q2021163,Q11995,10219
Q40015,Q4314270,10221
Q1369260,Q60567,10227
Q34404,Q6916613,10233
Q2742406,Q1295316,10236
Q428363,Q895848,10237
Q58185346,Q115686881,10239
Q200403,Q1473317,10249
Q13561011,Q101609467,10258
Q400674,Q1339409,10261
Q5734467,Q194489,10266
Q5734467,Q11696,10266
Q5734467,Q4689888,10266
Q194489,Q11696,10266
Q194489,Q4689888,10266
Q11696,Q4689888,10266
Q4173909,Q124407,10268
Q11661,Q16918920,10270
Q11661,Q3808900,10270
Q16918920,Q3808900,10270
Q6969468,Q1853339,10271
Q5690825,Q1321,10272
Q156537,Q28135300,10273
Q5471425,Q3244552,10279
Q5471425,Q107639314,10279
Q5471425,Q55726838,10279
Q3244552,Q107639314,10279
Q3244552,Q55726838,10279
Q107639314,Q55726838,10279
Q268733,Q2296401,10280
Q5446001,Q412284,10281
Q1233953,Q378078,10282
Q167191,Q107394799,10288
Q759508,Q28153896,10298
Q48525,Q603948,10299
Q48525,Q210420,10299
Q603948,Q210420,10299
Q5308931,Q44,10301
Q5308931,Q11995,10301
Q44,Q11995,10301
Q4986438,Q225210,10302
Q300377,Q11696,10303
Q11650,Q622821,10307
Q11650,Q30876400,10307
Q622821,Q30876400,10307
Q18562479,Q2333935,10312
Q18562479,Q829,10312
Q2333935,Q829,10312
Q628708,Q789915,10316
Q105972808,Q18351474,10317
Q2613040,Q1810735,10323
Q3656255,Q943693,10324
Q23558,Q402820,10325
Q7250846,Q21282855,10326
Q603948,Q4986438,10327
Q387718,Q6059789,10331
Q1028547,Q55726838,10336
Q1028547,Q817,10336
Q55726838,Q817,10336
Q3907619,Q537749,10337
Q5097914,Q28153896,10339
Q48282,Q99,10342
Q83900,Q5500224,10346
Q49297,Q558635,10355
Q58702,Q30,10357
Q192102,Q3474932,10358
Q480477,Q7889807,10359
Q480477,Q3960056,10359
Q7889807,Q3960056,10359
Q41171,Q4607253,10365
Q65117495,Q104969991,10366
Q65117495,Q1023249,10366
Q104969991,Q1023249,10366
Q150394,Q2623912,10370
Q96377285,Q113677740,10371
Q15751964,Q7201371,10372
Q5140971,Q16183,10374
Q110632155,Q6029083,10379
Q7403450,Q953945,10381
Q7403450,Q1009788,10381
Q7403450,Q7257279,10381
Q953945,Q1009788,10381
Q953945,Q7257279,10381
Q1009788,Q7257279,10381
Q108144643,Q6498684,10382
Q5397189,Q615868,10386
Q1326354,Q229280,10388
Q749939,Q99,10390
Q269608,Q771296,10393
Q942326,Q231043,10400
Q400674,Q211959,10402
Q975085,Q21282855,10406
Q83980,Q2623912,10407
Q362,Q245353,10437
Q167191,Q5433412,10438
Q5459737,Q5891,10443
Q1265203,Q1195410,10445
Q3184856,Q7331102,10450
Q7404297,Q7914465,10456
Q15378732,Q60567,10460
Q830,Q5174793,10463
Q818,Q291174,10464
Q5174734,Q4986438,10471
Q5174734,Q108144643,10471
Q4986438,Q108144643,10471
Q1324077,Q527905,10477
Q1324077,Q7692370,10477
Q527905,Q7692370,10477
Q3350212,Q771,10486
Q15751964,Q7423376,10491
Q5915793,Q44832604,10496
Q174876,Q448244,10499
Q69897,Q53640989,10501
Q69897,Q142153,10501
Q53640989,Q142153,10501
Q60843533,Q7336805,10502
Q254367,Q635772,10504
Q254367,Q1324077,10504
Q635772,Q1324077,10504
Q212344,Q183,10509
Q7257447,Q2811628,10511
Q430024,Q3808900,10517
Q6055890,Q28153896,10518
Q5174734,Q343644,10519
Q1916282,Q2623912,10526
Q904707,Q922625,10528
Q26844,Q304863,10530
Q448244,Q16857188,10532
Q448244,Q4918888,10532
Q448244,Q5038975,10532
Q16857188,Q4918888,10532
Q16857188,Q5038975,10532
Q4918888,Q5038975,10532
Q5196494,Q6004986,10533
Q65068949,Q7884994,10534
Q3278247,Q5174734,10535
Q58185346,Q99,10540
Q420060,Q182098,10542
Q344059,Q1973412,10543
Q344059,Q4917,10543
Q1973412,Q4917,10543
Q572931,Q99,10544
Q1509,Q156849,10545
Q1509,Q118,10545
Q156849,Q118,10545
Q4006581,Q564612,10546
Q448244,Q186005,10548
Q4683443,Q191089,10567
Q22063662,Q3003209,10568
Q411482,Q750195,10569
Q411482,Q767485,10569
Q750195,Q767485,10569
Q2333935,Q15708691,10576
Q182413,Q4713331,10578
Q3267830,Q1776685,10585
Q89546,Q16863733,10593
Q482853,Q5097982,10594
Q6916613,Q2047938,10595
Q1916282,Q830382,10605
Q1916282,Q315412,10605
Q830382,Q315412,10605
Q211036,Q1641494,10620
Q412271,Q234097,10626
Q5357778,Q851,10627
Q870337,Q3372903,10628
Q870337,Q16863733,10628
Q3372903,Q16863733,10628
Q7972825,Q1069369,10630
Q225197,Q4834498,10631
Q16857188,Q4562752,10634
Q11229,Q2613040,10636
Q1487317,Q2900682,10642
Q38695,Q751728,10644
Q4488757,Q181467,10647
Q7112169,Q3184856,10654
Q14240380,Q16864543,10655
Q362561,Q233617,10656
Q362561,Q1466495,10656
Q233617,Q1466495,10656
Q497976,Q7247905,10661
Q400674,Q7398599,10662
Q11651,Q16,10663
Q1383596,Q767485,10665
Q186290,Q424333,10668
Q772298,Q107394799,10680
Q6818346,Q178803,10681
Q97613923,Q29,10684
Q110632155,Q408230,10689
Q16857188,Q364005,10691
Q23558,Q107394799,10699
Q7366150,Q2586912,10700
Q11159557,Q85758606,10702
Q362561,Q16978314,10704
Q225351,Q5097982,10705
Q108144643,Q157171,10710
Q51804688,Q397098,10714
Q173,Q837552,10724
Q6004986,Q841440,10729
Q227502,Q46,10732
Q1068361,Q2064047,10733
Q1049885,Q1651704,10734
Q669262,Q696166,10737
Q294240,Q1456,10741
Q7315485,Q7914465,10742
Q382084,Q186545,10748
Q1230015,Q220187,10749
Q11851202,Q1889114,10754
Q23558,Q2029358,10756
Q1339409,Q181467,10757
Q3184856,Q3003209,10764
Q3184856,Q1349872,10764
Q3003209,Q1349872,10764
Q17014551,Q736715,10766
Q17014551,Q101991,10766
Q736715,Q101991,10766
Q917069,Q1435202,10774
Q917069,Q3808900,10774
Q1435202,Q3808900,10774
Q401095,Q1211,10783
Q1643563,Q12187,10784
Q1023249,Q5303318,10787
Q780687,Q1538499,10790
Q1509,Q1967649,10794
Q5060555,Q1397560,10795
Q5060555,Q99,10795
Q1397560,Q99,10795
Q527905,Q17027869,10807
Q182868,Q525,10815
Q928670,Q209572,10817
Q928670,Q16035842,10817
Q209572,Q16035842,10817
Q1001437,Q226811,10819
Q18351474,Q816,10823
Q1497,Q7990114,10829
Q48282,Q12131,10832
Q48282,Q1080794,10832
Q12131,Q1080794,10832
Q527905,Q191089,10835
Q7112169,Q3184856,10843
Q4577,Q1204,10857
Q1906840,Q48525,10861
Q3241625,Q277773,10864
Q4006581,Q2305417,10874
Q4006581,Q1964968,10874
Q2305417,Q1964968,10874
Q5690825,Q3284355,10876
Q5190255,Q27928083,10882
Q2588869,Q174876,10883
Q1272356,Q603948,10887
Q1272356,Q4834498,10887
Q603948,Q4834498,10887
Q1365622,Q7102069,10892
Q380770,Q1649,10897
Q289612,Q8970901,10900
Q192341,Q2900682,10909
Q30,Q338075,10910
Q2043282,Q55627327,10912
Q7308806,Q65117495,10915
Q895262,Q49297,10931
Q895262,Q1537,10931
Q49297,Q1537,10931
Q412556,Q16857188,10933
Q155656,Q159733,10936
Q3354346,Q410943,10948
Q3184856,Q30,10950
Q7156893,Q2900682,10953
Q268404,Q5913342,10955
Q1497,Q4915,10962
Q97613923,Q30,10965
Q7689450,Q23558,10967
Q23198777,Q5377762,10970
Q4698924,Q201608,10973
Q1479935,Q465607,10977
Q535893,Q291174,10978
Q110,Q1091190,10987
Q749461,Q23558,10988
Q170404,Q96,10989
Q152074,Q4215769,10990
Q637929,Q4698331,10991
Q54745709,Q2101508,11002
Q4631023,Q862632,11004
Q167191,Q1931511,11009
Q167191,Q1899048,11009
Q1931511,Q1899048,11009
Q383126,Q527905,11020
Q513910,Q11201,11021
Q66096,Q104864702,11022
Q158033,Q1233264,11025
Q99,Q595071,11026
Q6806605,Q7229772,11035
Q399644,Q16857188,11039
Q12969754,Q2454292,11051
Q1614849,Q16555,11054
Q680909,Q818,11063
Q345740,Q42138,11069
Q5454994,Q1581,11071
Q5065108,Q104813447,11072
Q4577,Q2623912,11073
Q629029,Q259516,11075
Q5306034,Q5137681,11081
Q5306034,Q2736206,11081
Q5137681,Q2736206,11081
Q187939,Q8303885,11088
Q7398599,Q597821,11089
Q7398599,Q3284355,11089
Q597821,Q3284355,11089
Q1810735,Q5741431,11091
Q1757598,Q1080794,11092
Q23558,Q7485058,11093
Q5280321,Q48525,11096
Q69897,Q4780963,11100
Q7752538,Q256228,11101
Q16768157,Q4173909,11107
Q16768157,Q620876,11107
Q4173909,Q620876,11107
Q44,Q188628,11108
Q1345528,Q142153,11112
Q397796,Q1179407,11118
Q505531,Q24896972,11119
Q48525,Q1193004,11122
Q628967,Q3988718,11131
Q69897,Q1196129,11132
Q69897,Q850210,11132
Q1196129,Q850210,11132
Q471719,Q29514865,11140
Q3161788,Q5446001,11149
Q1219632,Q245353,11152
Q817393,Q21072042,11155
Q265896,Q183,11157
Q494478,Q5097982,11160
Q660,Q259516,11165
Q58702,Q527905,11168
Q58702,Q400646,11168
Q527905,Q400646,11168
Q3487096,Q7240824,11178
Q7847109,Q1393,11182
Q194907,Q908639,11186
Q417782,Q690604,11192
Q3128989,Q331954,11204
Q58185346,Q1080794,11207
Q17125199,Q101991,11218
Q209789,Q6327929,11230
Q4006581,Q53640989,11231
Q4006581,Q2900682,11231
Q53640989,Q2900682,11231
Q269365,Q96407993,11232
Q4492609,Q1244860,11244
Q159733,Q7404297,11245
Q394575,Q134130,11251
Q115686881,Q307462,11254
Q115686881,Q108144643,11254
Q307462,Q108144643,11254
Q182117,Q1454,11256
Q818,Q771296,11261
