wikidata_id_a,wikidata_id_b,trec_id
Q707128,Q4791298,13
Q403784,Q707128,15
Q30,Q47488,30
Q6004986,Q841440,72
Q327362,Q1351681,100
Q114567855,Q23397,110
Q4791298,Q99,143
Q1916282,Q131755,164
Q1312371,Q17027869,167
Q109229540,Q639354,178
Q104859382,Q835051,197
Q1144127,Q212564,199
Q317441,Q112109147,209
Q380075,Q1369260,294
Q388505,Q96407993,296
Q246400,Q3594958,307
Q22298127,Q1983664,312
Q626981,Q15762858,314
Q3988718,Q99,347
Q109229540,Q16555,381
Q1531490,Q822050,412
Q1326731,Q1339409,431
Q1326731,Q2613040,431
Q1339409,Q2613040,431
Q15180,Q203383,437
Q218,Q30,474
Q403784,Q399644,493
Q11995,Q917069,540
Q6502171,Q824,544
Q73411727,Q17002116,546
Q569057,Q407541,607
Q3656255,Q30,616
Q16555,Q1339409,644
Q12606,Q1037889,653
Q12606,Q3656255,653
Q1037889,Q3656255,653
Q1581,Q6908784,660
Q23558,Q18389738,665
Q96377285,Q870337,696
Q95483912,Q183129,701
Q95483912,Q131123,701
Q183129,Q131123,701
Q8676,Q49042,741
Q2281580,Q1340307,745
Q85776563,Q99,763
Q1339409,Q794,878
Q174876,Q1393,887
Q4922381,Q11268,905
Q6715355,Q11995,940
Q5119,Q96407993,1007
Q626981,Q38695,1025
Q1135142,Q179399,1111
Q13368786,Q3308934,1147
Q1326354,Q4469598,1163
Q3077124,Q181095,1165
Q23558,Q1204,1205
Q476921,Q191089,1216
Q12135,Q389735,1227
Q109,Q2021,1291
Q654483,Q99,1342
Q14080,Q20962709,1358
Q1156329,Q818,1369
Q3187415,Q1938952,1426
Q317441,Q1269144,1427
Q707128,Q30,1428
Q55517135,Q4207359,1468
Q2300281,Q173,1498
Q104858363,Q16857188,1588
Q7398599,Q2531113,1614
Q69897,Q99,1615
Q98149276,Q917069,1626
Q1415,Q1339409,1654
Q201608,Q15,1666
Q201608,Q7229772,1666
Q15,Q7229772,1666
Q115178805,Q1852115,1677
Q1326354,Q1537,1694
Q99,Q96,1700
Q7879707,Q6545842,1705
Q36747,Q5599761,1708
Q958359,Q630533,1760
Q12187,Q173022,1773
Q5462698,Q210912,1781
Q18809342,Q3277092,1795
Q399644,Q179179,1801
Q468565,Q80336,1814
Q1754533,Q20312719,1828
Q923928,Q176464,1829
Q1204,Q1581,1862
Q93318,Q109945066,1864
Q427645,Q1059,1888
Q201608,Q15,1890
Q1415,Q48282,1900
Q4006581,Q48525,1906
Q680909,Q23198657,1919
Q932522,Q142153,1920
Q5,Q6473911,1934
Q15709970,Q187939,1977
Q79785,Q79785,2010
Q93803581,Q21646280,2027
Q93803581,Q104969991,2027
Q21646280,Q104969991,2027
Q816425,Q291174,2039
Q454263,Q1400881,2040
Q85797355,Q113677740,2063
Q13561011,Q12131,2091
Q69897,Q524572,2105
Q6545842,Q111945786,2164
Q850692,Q329525,2172
Q2997557,Q680909,2175
Q210912,Q200656,2180
Q121182,Q2613040,2188
Q5048342,Q183560,2199
Q925100,Q1001437,2209
Q3238071,Q5158280,2213
Q1080794,Q1304477,2233
Q2613040,Q1221,2250
Q3751077,Q828224,2252
Q17125199,Q945238,2255
Q895848,Q16857188,2300
Q889669,Q1462136,2302
Q2587942,Q818,2310
Q2630687,Q157171,2338
Q99,Q419911,2355
Q5445576,Q817393,2402
Q98149276,Q1123260,2408
Q170285,Q96,2435
Q8449772,Q105473468,2449
Q28368926,Q17027869,2466
Q75040,Q15180,2486
Q98149276,Q133279,2490
Q30,Q111945786,2505
Q1001437,Q273404,2506
Q7240824,Q12131,2514
Q48282,Q895262,2529
Q48282,Q16927658,2529
Q895262,Q16927658,2529
Q468565,Q1001437,2534
Q669480,Q1397,2568
Q94708,Q836246,2582
Q109941440,Q107394799,2615
Q98149276,Q11995,2630
Q2613040,Q95483912,2631
Q144,Q15,2634
Q144,Q30,2634
Q15,Q30,2634
Q114352646,Q107120,2693
Q2300281,Q60863159,2748
Q1400881,Q155656,2759
Q99,Q28153896,2790
Q3409626,Q3128989,2801
Q1224394,Q538111,2809
Q1033,Q30,2820
Q144,Q20988424,2847
Q182598,Q162235,2858
Q27237522,Q1194947,2913
Q2178191,Q41171,2972
Q2630069,Q52087868,2985
Q30,Q2019,2995
Q103767,Q818,3012
Q843877,Q525,3015
Q11655231,Q104858363,3018
Q552461,Q7240824,3027
Q134130,Q2072146,3046
Q2251881,Q915466,3048
Q107394799,Q3184856,3062
Q730920,Q189833,3073
Q1312371,Q17027869,3120
Q2306789,Q6460735,3123
Q2752427,Q2359118,3127
Q4672766,Q43015,3172
Q989120,Q41576,3209
Q11229,Q7229772,3212
Q11229,Q577,3212
Q7229772,Q577,3212
Q468565,Q680909,3263
Q422404,Q131327,3267
Q75,Q30,3287
Q1588,Q577,3296
Q104868587,Q1392263,3312
Q65072799,Q336119,3316
Q56274463,Q16857188,3333
Q47740,Q28153896,3338
Q8449772,Q3406668,3375
Q8449772,Q1326354,3375
Q8449772,Q512778,3375
Q3406668,Q1326354,3375
Q3406668,Q512778,3375
Q1326354,Q512778,3375
Q1339409,Q260732,3395
Q1339409,Q3161788,3395
Q260732,Q3161788,3395
Q3259956,Q1504425,3406
Q628967,Q1339409,3460
Q6130303,Q107394799,3468
Q6906575,Q99,3477
Q242736,Q7543491,3486
Q242736,Q159683,3486
Q7543491,Q159683,3486
Q69897,Q99,3489
Q733780,Q113677740,3490
Q5149038,Q1456,3530
Q7261173,Q16857188,3534
Q3988718,Q30,3550
Q6715355,Q11088,3554
Q3304533,Q986388,3564
Q11268,Q1151519,3586
Q111945786,Q12171,3597
Q8463,Q8676,3613
Q2699825,Q1326354,3615
Q895262,Q15762858,3616
Q108841552,Q1204,3649
Q317309,Q107394799,3693
Q15752765,Q126403,3701
Q1494600,Q1537,3724
Q944436,Q399644,3736
Q944436,Q3960056,3736
Q399644,Q3960056,3736
Q733780,Q829,3747
Q683563,Q1298120,3750
Q2145107,Q16857188,3752
Q4006581,Q11696,3775
Q794,Q43,3812
Q17027869,Q115686881,3885
Q79472,Q1140235,3891
Q40821,Q11211,3907
Q562566,Q700875,3913
Q30,Q3184856,3917
Q738142,Q2043282,3959
Q738142,Q1326354,3959
Q2043282,Q1326354,3959
Q115686881,Q3594958,3965
Q107394799,Q7522845,3983
Q94708,Q724,3991
Q2613040,Q2145107,4003
Q11570,Q408646,4026
Q109592077,Q183273,4029
Q5092270,Q113677740,4035
Q133279,Q98149276,4069
Q1339409,Q240673,4108
Q908826,Q30,4122
Q127060,Q16857188,4128
Q855848,Q152018,4139
Q318730,Q1261,4142
Q482853,Q15752765,4154
Q572931,Q495353,4164
Q846674,Q759,4215
Q602247,Q338050,4244
Q28451609,Q191089,4261
Q16,Q30,4290
Q3062740,Q449268,4329
Q23558,Q23298,4338
Q86009359,Q107394799,4343
Q99,Q1227,4379
Q115686881,Q12135,4399
Q39072885,Q818,4419
Q1850816,Q243460,4438
Q1587185,Q11995,4439
Q169872,Q111950379,4457
Q1920219,Q115686881,4458
Q11995,Q407172,4469
Q1641147,Q105677219,4473
Q147362,Q161701,4546
Q144,Q108291551,4559
Q8698,Q1494,4564
Q12131,Q111945786,4671
Q334911,Q107394799,4743
Q334911,Q1080794,4743
Q107394799,Q1080794,4743
Q7398599,Q5647313,4770
Q115686881,Q16857188,4780
Q759508,Q628967,4794
Q403784,Q201608,4797
Q3461363,Q96373707,4800
Q16857188,Q115686881,4833
Q161701,Q111950379,4838
Q3649349,Q100892309,4864
Q334911,Q1415,4971
Q1061910,Q6048882,4973
Q19693316,Q757138,4981
Q1430789,Q3960056,4990
Q180538,Q771,5025
Q399644,Q1339409,5042
Q1641556,Q23852,5077
Q188638,Q48674677,5089
Q774228,Q104150754,5102
Q178095,Q3077124,5103
Q174876,Q99,5146
Q2916251,Q771,5150
Q1326354,Q7240824,5198
Q30,Q707128,5239
Q98149276,Q597404,5242
Q405881,Q37320,5262
Q14694908,Q246400,5265
Q2679573,Q4959922,5272
Q11229,Q30,5277
Q11229,Q1523025,5277
Q30,Q1523025,5277
Q618996,Q104969991,5280
Q6130303,Q2483208,5292
Q4577,Q48282,5301
Q111945786,Q12131,5311
Q850210,Q51804688,5343
Q7696507,Q399644,5347
Q168002,Q1410069,5350
Q942976,Q181257,5385
Q161701,Q170758,5417
Q134130,Q3244907,5425
Q1466543,Q1603,5446
Q43656,Q430024,5474
Q746177,Q115686881,5513
Q104858363,Q109229540,5527
Q1380588,Q261215,5528
Q468565,Q28135300,5550
Q23558,Q188759,5575
Q407627,Q1503425,5583
Q1127126,Q96373395,5594
Q300377,Q155,5598
Q13968,Q7644316,5601
Q110749091,Q818,5629
Q628967,Q782,5633
Q3128989,Q391744,5662
Q30,Q30,5695
Q2654207,Q30,5705
Q28135987,Q320268,5708
Q99,Q96,5724
Q128581,Q105677219,5769
Q85753499,Q76299,5773
Q85753499,Q30,5773
Q76299,Q30,5773
Q1139080,Q766,5783
Q137865,Q96,5791
Q30,Q869,5833
Q69897,Q250479,5854
Q7835440,Q7573790,5899
Q275157,Q895262,5905
Q4986438,Q277773,5969
Q3003209,Q37320,5981
Q5151,Q264943,6018
Q140053,Q161790,6042
Q30,Q2269,6052
Q399644,Q42138,6061
Q1379223,Q1640094,6075
Q4356851,Q5,6125
Q572931,Q1603,6134
Q1415,Q3238071,6144
Q168763,Q5549987,6161
Q1214,Q16148367,6170
Q2027981,Q771,6199
Q421851,Q692536,6217
Q696617,Q4959031,6219
Q99,Q2233817,6221
Q8449772,Q12152,6225
Q518459,Q7835440,6230
Q7398599,Q16857188,6270
Q334911,Q207855,6276
Q2747220,Q7229772,6328
Q22656,Q40858,6329
Q43791171,Q5349142,6333
Q11696,Q6004986,6352
Q103767,Q515416,6362
Q2625817,Q95483912,6370
Q58702,Q147778,6374
Q58702,Q168763,6374
Q147778,Q168763,6374
Q1892236,Q99,6382
Q572931,Q8652,6393
Q201795,Q140686,6414
Q1006048,Q30,6451
Q27137,Q93803581,6453
Q115686881,Q476796,6469
Q95938,Q18351474,6499
Q94708,Q23556,6527
Q1374831,Q188770,6590
Q4048186,Q374814,6616
Q174876,Q810696,6641
Q48282,Q638193,6683
Q48282,Q6165531,6683
Q638193,Q6165531,6683
Q187939,Q20026887,6692
Q30,Q100964740,6710
Q1183,Q16635,6713
Q133076,Q11995,6716
Q1509391,Q14075,6789
Q577,Q23709348,6818
Q832491,Q96,6828
Q30,Q155,6832
Q2244686,Q15816471,6835
Q52775627,Q5270789,6846
Q133279,Q4577,6859
Q17038799,Q20683942,6872
Q16874683,Q111950379,6888
Q47487622,Q199912,6903
Q759508,Q30,6947
Q2701586,Q14669060,6954
Q602247,Q2679573,6971
Q11033,Q37038,6977
Q281460,Q861721,6991
Q850210,Q759508,6998
Q38978,Q3377398,7008
Q109229540,Q818,7034
Q707128,Q200435,7041
Q15752765,Q9687,7052
Q870337,Q771,7090
Q240673,Q680909,7093
Q870337,Q1851928,7097
Q7246899,Q157165,7117
Q169872,Q275157,7180
Q334911,Q850210,7187
Q28135987,Q22298127,7189
Q133481,Q11980660,7215
Q5647892,Q870337,7268
Q399644,Q1339409,7295
Q98149276,Q798307,7319
Q51804688,Q30,7340
Q51804688,Q166998,7340
Q30,Q166998,7340
