wikidata_id_a,wikidata_id_b,trec_id
Q112109147,Q317441,20016
Q1899429,Q2623912,20032
Q1776663,Q1704704,20065
Q5298807,Q5097982,20076
Q43084,Q2623912,20130
Q189603,Q2623912,20174
Q186290,Q2623912,20175
Q199602,Q101991,20188
Q65117495,Q430100,20191
Q2723740,Q1966857,20255
Q11995,Q259516,20286
Q472902,Q2630687,20298
Q189533,Q15751964,20308
Q5888995,Q7317724,20323
Q16157603,Q7247905,20340
Q207902,Q193036,20396
Q44294,Q2623912,20405
Q20962709,Q28153896,20428
Q347044,Q2623912,20437
Q626981,Q4642426,20449
Q1774421,Q36539,20457
Q3403879,Q5097982,20493
Q22286317,Q2623912,20495
Q30,Q104857390,20521
Q20714043,Q2623912,20528
Q16148367,Q2623912,20565
Q1454,Q683595,20569
Q1558858,Q2623912,20571
Q4373126,Q2623912,20580
Q15716777,Q811596,20584
Q488415,Q16863733,20592
Q191081,Q6042385,20593
Q79521,Q2603108,20625
Q11696,Q9588,20644
Q263084,Q2630687,20678
Q234901,Q2623912,20701
Q27898601,Q2623912,20759
Q841236,Q2623912,20850
Q16857188,Q7888423,20852
Q978659,Q2623912,20864
Q28451677,Q461809,20924
Q1200742,Q15604660,20928
Q188,Q27968,20932
Q108532574,Q2623912,20936
Q18189,Q16863733,20946
Q115686881,Q2623912,20949
Q387850,Q2623912,20991
Q12128,Q193894,21007
Q772260,Q96,21034
Q1997853,Q2623912,21048
Q4698924,Q2623912,21164
Q207522,Q2623912,21178
Q108735969,Q28153896,21217
Q275157,Q5572348,21239
Q1301371,Q1523025,21322
Q466,Q2623912,21355
Q5183784,Q512599,21398
Q60786544,Q1397560,21436
Q1543874,Q16863733,21446
Q309252,Q2623912,21486
Q28153896,Q2623912,21533
Q23397,Q9200,21548
Q541892,Q932586,21554
Q4809093,Q61875850,21583
Q48525,Q2992652,21612
Q10928179,Q433505,21686
Q188628,Q174876,21786
Q69897,Q99,21800
Q2296401,Q1194697,21801
Q190927,Q2623912,21826
Q3505394,Q2623912,21847
